id,label,diameter,weight,red,green,blue
1450,orange,9.88,174.26,149,92,14
1451,orange,9.89,174.29,127,94,13
1452,orange,9.89,174.36,152,86,2
1453,orange,9.89,174.44,180,64,7
1454,orange,9.89,174.48,178,71,23
1455,orange,9.89,174.58,144,89,22
1456,orange,9.89,174.74,149,80,16
1457,orange,9.9,174.82,159,83,10
1458,orange,9.9,174.89,137,71,20
1459,orange,9.91,174.94,153,90,28
1460,orange,9.91,174.98,140,72,11
1461,orange,9.92,175,161,93,3
1462,orange,9.92,175.04,162,77,6
1463,orange,9.93,175.1,147,79,26
1464,orange,9.93,175.17,163,62,9
1465,orange,9.93,175.25,159,87,5
1466,orange,9.93,175.28,147,100,7
1467,orange,9.93,175.35,165,79,19
1468,orange,9.94,175.38,150,79,3
1469,orange,9.94,175.41,139,89,2
1470,orange,9.95,175.45,146,75,10
1471,orange,9.95,175.5,167,80,9
1472,orange,9.96,175.53,153,77,10
1473,orange,9.96,175.57,167,84,2
1474,orange,9.97,175.65,163,75,8
1475,orange,9.97,175.69,162,90,2
1476,orange,9.97,175.74,139,88,5
1477,orange,9.97,175.77,159,78,2
1478,orange,9.98,175.81,154,81,2
1479,orange,9.98,175.87,153,84,2
1480,orange,9.98,175.92,146,98,11
1481,orange,9.98,175.98,168,73,26
1482,orange,9.99,176.01,172,81,2
1483,orange,9.99,176.06,154,86,15
1484,orange,9.99,176.13,161,86,2
1485,orange,10,176.15,182,90,6
1486,orange,10.01,176.18,165,69,5
1487,orange,10.01,176.21,167,64,2
1488,orange,10.02,176.22,172,80,8
1489,orange,10.02,176.33,148,87,2
1490,orange,10.02,176.35,150,75,2
1491,orange,10.03,176.45,149,73,2
1492,orange,10.04,176.54,162,68,9
1493,orange,10.05,176.58,159,66,2
1494,orange,10.05,176.6,159,78,2
1495,orange,10.06,176.62,174,81,4
1496,orange,10.06,176.69,160,76,15
1497,orange,10.07,176.73,148,56,2
1498,orange,10.07,176.76,169,68,3
1499,orange,10.07,176.82,154,84,10
1500,orange,10.07,176.84,163,66,2
1501,orange,10.07,176.92,165,85,6
1502,orange,10.08,177.02,167,67,2
1503,orange,10.08,177.13,161,72,2
1504,orange,10.09,177.14,153,90,3
1505,orange,10.09,177.18,155,82,22
1506,orange,10.1,177.21,143,77,22
1507,orange,10.1,177.25,159,91,8
1508,orange,10.1,177.31,160,72,2
1509,orange,10.12,177.37,145,75,13
1510,orange,10.12,177.4,156,83,13
1511,orange,10.12,177.46,137,82,21
1512,orange,10.13,177.51,175,68,2
1513,orange,10.13,177.58,138,97,7
1514,orange,10.13,177.6,155,81,2
1515,orange,10.14,177.71,143,68,2
1516,orange,10.15,177.79,155,90,10
1517,orange,10.15,177.83,161,73,2
1518,orange,10.16,177.9,168,97,2
1519,orange,10.16,178.07,143,68,2
1520,orange,10.16,178.24,158,78,3
1521,orange,10.17,178.29,131,85,2
1522,orange,10.17,178.34,155,93,2
1523,orange,10.18,178.43,159,73,19
1524,orange,10.18,178.51,169,81,22
1525,orange,10.19,178.53,161,80,5
1526,orange,10.2,178.57,163,59,15
1527,orange,10.2,178.6,157,72,24
1528,orange,10.21,178.63,162,75,2
1529,orange,10.22,178.66,158,99,2
1530,orange,10.22,178.7,162,102,2
1531,orange,10.23,178.79,147,83,2
1532,orange,10.23,178.87,159,72,6
1533,orange,10.24,178.95,160,77,3
1534,orange,10.25,179,167,98,9
1535,orange,10.26,179.12,179,70,6
1536,orange,10.26,179.18,159,79,7
1537,orange,10.27,179.27,156,74,2
1538,orange,10.27,179.36,146,74,2
1539,orange,10.28,179.42,169,80,2
1540,orange,10.28,179.55,163,91,27
1541,orange,10.29,179.59,168,68,4
1542,orange,10.3,179.63,170,88,2
1543,orange,10.3,179.71,156,71,2
1544,orange,10.3,179.76,136,94,2
1545,orange,10.3,179.82,154,81,2
1546,orange,10.31,179.91,161,69,2
1547,orange,10.31,180.05,154,95,2
1548,orange,10.32,180.12,158,76,2
1549,orange,10.33,180.17,164,79,8
1550,orange,10.33,180.28,157,89,2
1551,orange,10.34,180.29,161,94,2
1552,orange,10.34,180.37,160,82,10
1553,orange,10.35,180.52,163,89,5
1554,orange,10.35,180.6,159,87,31
1555,orange,10.36,180.63,161,92,2
1556,orange,10.36,180.66,161,88,10
1557,orange,10.37,180.75,151,77,2
1558,orange,10.37,180.86,141,59,2
1559,orange,10.38,180.93,171,105,4
1560,orange,10.39,181.01,142,96,8
1561,orange,10.39,181.19,162,89,6
1562,orange,10.39,181.29,169,80,5
1563,orange,10.4,181.38,164,85,2
1564,orange,10.41,181.48,158,93,6
1565,orange,10.41,181.61,152,76,16
1566,orange,10.42,181.68,166,91,10
1567,orange,10.43,181.75,136,78,12
1568,orange,10.43,181.79,168,86,15
1569,orange,10.44,181.94,142,82,2
1570,orange,10.45,182.07,174,92,2
1571,orange,10.46,182.13,164,69,16
1572,orange,10.47,182.19,155,93,3
1573,orange,10.48,182.29,163,79,2
1574,orange,10.49,182.35,134,86,2
1575,orange,10.49,182.44,164,69,16
1576,orange,10.5,182.52,169,91,2
1577,orange,10.51,182.56,151,71,2
1578,orange,10.52,182.7,159,69,2
1579,orange,10.52,182.75,153,76,7
1580,orange,10.54,182.83,170,68,9
1581,orange,10.54,182.91,162,70,2
1582,orange,10.55,183.03,165,85,12
1583,orange,10.56,183.13,169,90,2
1584,orange,10.57,183.21,152,93,12
1585,orange,10.58,183.33,172,79,2
1586,orange,10.59,183.4,156,98,14
1587,orange,10.59,183.49,157,78,21
1588,orange,10.6,183.57,165,84,2
1589,orange,10.61,183.71,169,86,5
1590,orange,10.62,183.89,157,79,13
1591,orange,10.63,183.98,161,85,4
1592,orange,10.64,184.21,169,94,4
1593,orange,10.64,184.3,148,69,13
1594,orange,10.65,184.43,167,83,7
1595,orange,10.66,184.5,135,88,2
1596,orange,10.67,184.56,164,74,5
1597,orange,10.67,184.69,148,103,2
1598,orange,10.67,184.74,172,70,2
1599,orange,10.7,184.86,147,84,2
1600,orange,10.71,185,173,89,9
1601,orange,10.74,185.04,177,86,13
1602,orange,10.74,185.16,173,94,4
1603,orange,10.74,185.37,159,70,2
1604,orange,10.76,185.45,135,65,17
1605,orange,10.77,185.48,147,89,20
1606,orange,10.77,185.79,155,81,2
1607,orange,10.78,185.98,149,86,21
1608,orange,10.78,186.09,147,72,5
1609,orange,10.79,186.17,161,87,2
1610,orange,10.8,186.3,166,91,21
1611,orange,10.82,186.41,151,82,3
1612,orange,10.83,186.63,154,78,10
1613,orange,10.84,186.8,167,96,2
1614,orange,10.86,187.04,156,67,2
1615,orange,10.87,187.12,177,104,6
1616,orange,10.87,187.27,157,102,2
1617,orange,10.88,187.47,168,83,6
1618,orange,10.89,187.6,161,81,2
1619,orange,10.9,187.69,155,88,5
1620,orange,10.9,187.94,162,97,2
1621,orange,10.91,188.03,141,95,2
1622,orange,10.91,188.17,161,58,4
1623,orange,10.91,188.39,167,73,8
1624,orange,10.93,188.43,150,83,29
1625,orange,10.94,188.47,146,71,8
1626,orange,10.96,188.59,152,78,2
1627,orange,10.97,188.85,150,94,27
1628,orange,10.98,188.99,165,106,10
1629,orange,10.99,189.38,136,89,16
1630,orange,11.04,189.65,172,70,13
1631,orange,11.04,190,153,94,2
1632,orange,11.05,190.25,149,89,21
1633,orange,11.07,190.33,132,78,6
1634,orange,11.09,190.55,166,54,3
1635,orange,11.1,190.76,160,76,5
1636,orange,11.12,191.01,132,77,2
1637,orange,11.15,191.23,144,73,8
1638,orange,11.16,191.58,149,81,2
1639,orange,11.17,191.75,181,70,10
1640,orange,11.21,191.82,158,78,2
1641,orange,11.21,191.97,158,86,13
1642,orange,11.23,192.05,167,70,12
1643,orange,11.25,192.16,143,87,5
1644,orange,11.29,192.34,153,81,6
1645,orange,11.3,192.49,160,90,2
1646,orange,11.31,192.69,163,91,2
1647,orange,11.33,193.16,148,89,2
1648,orange,11.34,193.66,164,89,14
1649,orange,11.36,194.59,141,91,22
1650,orange,11.39,194.67,161,96,2
1651,orange,11.4,194.93,168,92,2
1652,orange,11.42,195.28,163,84,4
1653,orange,11.45,195.47,169,96,11
1654,orange,11.49,195.88,138,76,18
1655,orange,11.53,196.54,148,60,2
1656,orange,11.53,197.13,156,81,2
1657,orange,11.58,197.68,160,81,7
1658,orange,11.62,198.67,144,91,24
1659,orange,11.65,199.53,150,79,4
1660,orange,11.69,200.24,177,100,2
1661,orange,11.77,200.94,140,90,6
1662,orange,11.8,203.12,153,70,2
1663,orange,11.85,205.44,160,91,5
1664,orange,11.97,206.75,139,89,8
1665,orange,12.21,208.93,169,85,18
1666,orange,12.22,217,170,89,3
1667,orange,12.75,230.13,159,87,5
1668,grapefruit,7.69,133.98,150,43,15
1669,grapefruit,7.84,136.63,149,77,20
1670,grapefruit,8.11,139.26,148,59,22
1671,grapefruit,8.19,142.93,149,63,16
1672,grapefruit,8.24,146.47,149,83,19
1673,grapefruit,8.36,146.71,133,74,21
1674,grapefruit,8.37,147.07,156,67,22
1675,grapefruit,8.5,147.72,157,80,33
1676,grapefruit,8.51,148.26,162,75,5
1677,grapefruit,8.59,149.2,146,82,40
1678,grapefruit,8.64,149.42,145,67,31
1679,grapefruit,8.66,150.03,143,62,19
1680,grapefruit,8.68,150.6,153,78,32
1681,grapefruit,8.69,150.75,147,58,10
1682,grapefruit,8.74,151.13,148,74,22
1683,grapefruit,8.76,151.65,146,78,13
1684,grapefruit,8.79,152.53,150,72,24
1685,grapefruit,8.8,152.82,138,51,14
1686,grapefruit,8.81,153.11,139,64,4
1687,grapefruit,8.82,153.42,151,69,11
1688,grapefruit,8.84,154.05,151,67,29
1689,grapefruit,8.86,154.23,166,48,5
1690,grapefruit,8.88,154.31,155,75,20
1691,grapefruit,8.9,154.45,150,67,2
1692,grapefruit,8.91,155.15,147,70,17
1693,grapefruit,8.92,155.49,149,68,9
1694,grapefruit,8.95,155.62,157,80,19
1695,grapefruit,8.96,155.69,146,64,8
1696,grapefruit,9.01,156.09,150,78,2
1697,grapefruit,9.02,156.29,139,70,15
1698,grapefruit,9.03,156.5,153,89,16
1699,grapefruit,9.05,157.2,157,50,11
1700,grapefruit,9.06,157.31,148,41,11
1701,grapefruit,9.06,157.57,149,74,21
1702,grapefruit,9.07,157.72,162,71,5
1703,grapefruit,9.08,157.78,164,85,9
1704,grapefruit,9.09,158.2,139,75,6
1705,grapefruit,9.09,158.33,156,75,25
1706,grapefruit,9.1,158.52,143,71,23
1707,grapefruit,9.1,158.59,159,56,6
1708,grapefruit,9.11,158.8,144,71,20
1709,grapefruit,9.12,159.18,161,55,21
1710,grapefruit,9.12,159.39,146,50,41
1711,grapefruit,9.13,159.48,153,88,5
1712,grapefruit,9.13,159.61,143,75,40
1713,grapefruit,9.15,159.98,153,59,23
1714,grapefruit,9.15,160.13,155,72,17
1715,grapefruit,9.17,160.19,173,84,8
1716,grapefruit,9.18,160.55,165,67,10
1717,grapefruit,9.18,160.7,158,74,21
1718,grapefruit,9.19,160.8,144,58,22
1719,grapefruit,9.2,160.87,157,63,21
1720,grapefruit,9.22,161.03,158,68,15
1721,grapefruit,9.23,161.11,159,69,6
1722,grapefruit,9.23,161.19,143,68,19
1723,grapefruit,9.25,161.43,151,64,2
1724,grapefruit,9.26,161.59,157,84,22
1725,grapefruit,9.26,161.7,132,62,26
1726,grapefruit,9.27,161.87,146,58,16
1727,grapefruit,9.28,161.97,142,60,36
1728,grapefruit,9.29,162.06,162,69,13
1729,grapefruit,9.3,162.21,132,74,29
1730,grapefruit,9.3,162.27,137,61,24
1731,grapefruit,9.31,162.56,150,78,14
1732,grapefruit,9.32,162.83,159,63,2
1733,grapefruit,9.32,162.95,155,76,2
1734,grapefruit,9.33,163.07,146,57,7
1735,grapefruit,9.34,163.22,163,85,24
1736,grapefruit,9.34,163.38,156,42,2
1737,grapefruit,9.35,163.5,146,88,32
1738,grapefruit,9.37,163.6,139,69,2
1739,grapefruit,9.38,163.83,143,66,18
1740,grapefruit,9.38,163.96,167,84,8
1741,grapefruit,9.38,164.18,155,76,8
1742,grapefruit,9.4,164.32,143,84,27
1743,grapefruit,9.41,164.49,149,65,36
1744,grapefruit,9.43,164.67,137,68,20
1745,grapefruit,9.44,164.81,154,76,2
1746,grapefruit,9.44,164.99,145,90,22
1747,grapefruit,9.45,165.1,139,78,16
1748,grapefruit,9.46,165.19,138,85,26
1749,grapefruit,9.46,165.26,154,74,23
1750,grapefruit,9.48,165.38,150,61,21
1751,grapefruit,9.49,165.52,135,71,7
1752,grapefruit,9.49,165.52,146,66,15
1753,grapefruit,9.5,165.7,153,85,7
1754,grapefruit,9.51,165.77,141,77,9
1755,grapefruit,9.51,165.9,132,75,16
1756,grapefruit,9.52,165.97,156,61,23
1757,grapefruit,9.53,166.17,164,81,36
1758,grapefruit,9.53,166.29,138,70,23
1759,grapefruit,9.54,166.44,126,69,19
1760,grapefruit,9.54,166.59,163,66,24
1761,grapefruit,9.55,166.65,156,73,18
1762,grapefruit,9.56,166.77,155,63,25
1763,grapefruit,9.56,166.87,133,72,4
1764,grapefruit,9.56,166.94,144,81,4
1765,grapefruit,9.57,167.2,151,61,12
1766,grapefruit,9.58,167.25,153,76,13
1767,grapefruit,9.58,167.4,160,68,12
1768,grapefruit,9.59,167.44,143,72,28
1769,grapefruit,9.6,167.53,163,77,2
1770,grapefruit,9.6,167.59,163,101,2
1771,grapefruit,9.61,167.65,152,60,27
1772,grapefruit,9.62,167.78,150,53,12
1773,grapefruit,9.62,167.83,121,65,31
1774,grapefruit,9.62,167.92,165,78,8
1775,grapefruit,9.62,167.97,158,74,15
1776,grapefruit,9.63,168.01,139,57,3
1777,grapefruit,9.63,168.17,154,80,5
1778,grapefruit,9.63,168.23,158,65,2
1779,grapefruit,9.64,168.31,152,61,6
1780,grapefruit,9.64,168.39,156,64,21
1781,grapefruit,9.64,168.44,152,56,17
1782,grapefruit,9.65,168.52,165,63,2
1783,grapefruit,9.65,168.65,156,64,2
1784,grapefruit,9.66,168.78,142,77,13
1785,grapefruit,9.66,168.9,157,70,5
1786,grapefruit,9.66,169.09,137,84,22
1787,grapefruit,9.66,169.15,160,70,7
1788,grapefruit,9.67,169.21,153,70,22
1789,grapefruit,9.67,169.32,151,66,25
1790,grapefruit,9.68,169.34,154,60,8
1791,grapefruit,9.68,169.39,151,68,32
1792,grapefruit,9.69,169.42,118,67,22
1793,grapefruit,9.69,169.55,154,85,7
1794,grapefruit,9.7,169.65,159,71,16
1795,grapefruit,9.7,169.66,148,65,2
1796,grapefruit,9.7,169.77,160,81,30
1797,grapefruit,9.71,169.83,151,64,16
1798,grapefruit,9.72,169.92,154,75,2
1799,grapefruit,9.72,170.15,148,69,15
1800,grapefruit,9.72,170.26,153,73,2
1801,grapefruit,9.72,170.34,158,73,9
1802,grapefruit,9.73,170.42,148,78,14
1803,grapefruit,9.74,170.5,156,76,22
1804,grapefruit,9.74,170.57,167,72,25
1805,grapefruit,9.75,170.58,158,77,4
1806,grapefruit,9.76,170.62,135,62,16
1807,grapefruit,9.77,170.89,154,76,10
1808,grapefruit,9.77,171.03,130,63,19
1809,grapefruit,9.78,171.13,165,54,34
1810,grapefruit,9.79,171.29,158,53,16
1811,grapefruit,9.8,171.37,161,67,13
1812,grapefruit,9.8,171.43,157,73,16
1813,grapefruit,9.8,171.49,161,69,24
1814,grapefruit,9.81,171.53,146,89,14
1815,grapefruit,9.82,171.56,154,77,21
1816,grapefruit,9.82,171.6,153,69,2
1817,grapefruit,9.82,171.65,146,60,7
1818,grapefruit,9.82,171.68,149,63,7
1819,grapefruit,9.83,171.74,157,85,18
1820,grapefruit,9.83,171.93,154,67,13
1821,grapefruit,9.83,171.99,141,64,27
1822,grapefruit,9.84,172.04,158,72,2
1823,grapefruit,9.84,172.07,151,62,11
1824,grapefruit,9.85,172.12,141,70,8
1825,grapefruit,9.85,172.17,144,70,26
1826,grapefruit,9.85,172.21,135,73,20
1827,grapefruit,9.86,172.25,158,79,2
1828,grapefruit,9.86,172.29,156,86,31
1829,grapefruit,9.86,172.35,148,60,2
1830,grapefruit,9.87,172.39,153,88,26
1831,grapefruit,9.87,172.44,164,76,25
1832,grapefruit,9.88,172.5,151,69,25
1833,grapefruit,9.88,172.55,163,71,4
1834,grapefruit,9.88,172.61,137,65,14
1835,grapefruit,9.89,172.7,145,77,5
1836,grapefruit,9.89,172.75,150,65,21
1837,grapefruit,9.9,172.85,149,89,2
1838,grapefruit,9.91,172.93,150,62,26
1839,grapefruit,9.92,172.97,150,71,6
1840,grapefruit,9.92,173.03,175,81,8
1841,grapefruit,9.92,173.12,152,68,12
1842,grapefruit,9.93,173.24,140,51,19
1843,grapefruit,9.93,173.36,155,86,16
1844,grapefruit,9.93,173.4,158,57,20
1845,grapefruit,9.94,173.45,148,56,2
1846,grapefruit,9.94,173.55,138,79,20
1847,grapefruit,9.94,173.58,169,67,36
1848,grapefruit,9.95,173.64,142,70,15
1849,grapefruit,9.95,173.73,177,54,34
1850,grapefruit,9.95,173.81,153,58,13
1851,grapefruit,9.96,173.86,140,71,13
1852,grapefruit,9.96,173.92,149,72,14
1853,grapefruit,9.96,173.95,143,71,7
1854,grapefruit,9.97,173.95,143,68,16
1855,grapefruit,9.97,174.01,144,56,5
1856,grapefruit,9.97,174.02,133,94,4
1857,grapefruit,9.97,174.05,164,87,13
1858,grapefruit,9.98,174.09,151,74,15
1859,grapefruit,9.98,174.13,153,58,21
1860,grapefruit,9.98,174.24,182,62,29
1861,grapefruit,9.99,174.33,166,60,23
1862,grapefruit,9.99,174.37,146,75,25
1863,grapefruit,10,174.42,149,66,21
1864,grapefruit,10,174.46,145,81,19
1865,grapefruit,10,174.49,143,93,11
1866,grapefruit,10.01,174.51,160,77,7
1867,grapefruit,10.02,174.52,128,79,11
1868,grapefruit,10.02,174.55,146,69,14
1869,grapefruit,10.02,174.6,162,63,39
1870,grapefruit,10.02,174.67,142,68,12
1871,grapefruit,10.03,174.82,151,46,8
1872,grapefruit,10.03,174.85,152,59,2
1873,grapefruit,10.04,174.88,177,74,33
1874,grapefruit,10.04,174.92,150,60,6
1875,grapefruit,10.04,174.99,148,67,27
1876,grapefruit,10.04,175.07,169,76,18
1877,grapefruit,10.05,175.09,150,59,23
1878,grapefruit,10.05,175.1,160,50,24
1879,grapefruit,10.05,175.11,158,57,12
1880,grapefruit,10.06,175.22,150,73,8
1881,grapefruit,10.06,175.26,155,76,22
1882,grapefruit,10.07,175.29,145,86,4
1883,grapefruit,10.07,175.31,155,72,11
1884,grapefruit,10.07,175.42,134,53,23
1885,grapefruit,10.07,175.47,152,77,12
1886,grapefruit,10.08,175.53,146,75,17
1887,grapefruit,10.09,175.55,157,50,2
1888,grapefruit,10.09,175.62,138,67,26
1889,grapefruit,10.09,175.64,149,61,16
1890,grapefruit,10.1,175.69,161,53,10
1891,grapefruit,10.1,175.75,149,61,8
1892,grapefruit,10.11,175.8,155,62,32
1893,grapefruit,10.11,175.83,148,75,21
1894,grapefruit,10.11,175.84,151,69,22
1895,grapefruit,10.11,175.87,137,68,28
1896,grapefruit,10.11,175.95,146,86,7
1897,grapefruit,10.12,176.04,149,48,20
1898,grapefruit,10.12,176.09,148,63,10
1899,grapefruit,10.13,176.2,149,50,7
1900,grapefruit,10.13,176.23,152,72,30
1901,grapefruit,10.14,176.31,136,79,15
1902,grapefruit,10.14,176.38,141,79,28
1903,grapefruit,10.14,176.39,139,91,18
1904,grapefruit,10.15,176.44,154,73,7
1905,grapefruit,10.15,176.46,166,82,29
1906,grapefruit,10.15,176.59,141,64,17
1907,grapefruit,10.16,176.68,154,64,13
1908,grapefruit,10.16,176.77,130,73,5
1909,grapefruit,10.17,176.81,138,69,25
1910,grapefruit,10.17,176.82,155,81,2
1911,grapefruit,10.17,176.88,155,74,15
1912,grapefruit,10.18,176.92,153,76,26
1913,grapefruit,10.18,176.96,165,83,18
1914,grapefruit,10.18,176.98,161,71,5
1915,grapefruit,10.18,177.01,154,71,15
1916,grapefruit,10.18,177.14,159,62,2
1917,grapefruit,10.19,177.24,155,59,2
1918,grapefruit,10.19,177.26,147,64,28
1919,grapefruit,10.19,177.28,147,67,10
1920,grapefruit,10.19,177.33,149,55,24
1921,grapefruit,10.19,177.38,133,69,23
1922,grapefruit,10.2,177.41,148,74,27
1923,grapefruit,10.2,177.52,144,76,16
1924,grapefruit,10.2,177.55,142,70,2
1925,grapefruit,10.2,177.62,149,64,5
1926,grapefruit,10.21,177.63,148,69,20
1927,grapefruit,10.21,177.66,140,55,14
1928,grapefruit,10.21,177.69,141,81,20
1929,grapefruit,10.22,177.76,153,64,6
1930,grapefruit,10.23,177.83,143,80,5
1931,grapefruit,10.23,177.88,166,66,18
1932,grapefruit,10.23,177.95,155,49,22
1933,grapefruit,10.24,177.97,143,78,2
1934,grapefruit,10.25,178.04,143,72,34
1935,grapefruit,10.25,178.1,149,69,14
1936,grapefruit,10.26,178.11,160,76,12
1937,grapefruit,10.26,178.16,155,71,9
1938,grapefruit,10.26,178.23,148,61,19
1939,grapefruit,10.26,178.28,144,58,13
1940,grapefruit,10.27,178.33,153,63,10
1941,grapefruit,10.27,178.39,149,68,14
1942,grapefruit,10.28,178.41,162,66,24
1943,grapefruit,10.28,178.47,150,65,6
1944,grapefruit,10.29,178.51,144,49,5
1945,grapefruit,10.29,178.54,170,63,9
1946,grapefruit,10.29,178.64,156,76,14
1947,grapefruit,10.29,178.73,146,82,17
1948,grapefruit,10.3,178.75,157,81,15
1949,grapefruit,10.3,178.77,140,68,11
1950,grapefruit,10.31,178.85,148,70,18
1951,grapefruit,10.32,178.93,147,59,4
1952,grapefruit,10.32,178.95,159,65,17
1953,grapefruit,10.32,178.99,151,71,3
1954,grapefruit,10.33,178.99,121,70,24
1955,grapefruit,10.33,179.07,143,60,6
1956,grapefruit,10.33,179.08,169,57,19
1957,grapefruit,10.33,179.16,165,61,23
1958,grapefruit,10.34,179.22,159,75,21
1959,grapefruit,10.34,179.23,140,62,2
1960,grapefruit,10.34,179.26,144,89,10
1961,grapefruit,10.35,179.35,143,69,23
1962,grapefruit,10.35,179.42,146,72,12
1963,grapefruit,10.35,179.49,145,73,19
1964,grapefruit,10.35,179.54,163,85,28
1965,grapefruit,10.35,179.59,150,68,2
1966,grapefruit,10.35,179.61,156,63,21
1967,grapefruit,10.36,179.65,161,75,10
1968,grapefruit,10.36,179.68,143,71,3
1969,grapefruit,10.36,179.71,139,68,10
1970,grapefruit,10.37,179.78,161,73,25
1971,grapefruit,10.37,179.82,154,68,11
1972,grapefruit,10.37,179.88,146,82,2
1973,grapefruit,10.37,179.89,124,70,22
1974,grapefruit,10.38,179.92,146,74,10
1975,grapefruit,10.38,179.94,150,67,23
1976,grapefruit,10.38,179.97,168,60,10
1977,grapefruit,10.38,180.02,146,77,2
1978,grapefruit,10.39,180.04,151,60,13
1979,grapefruit,10.39,180.08,161,65,13
1980,grapefruit,10.39,180.09,145,72,11
1981,grapefruit,10.4,180.13,152,64,10
1982,grapefruit,10.4,180.14,150,78,2
1983,grapefruit,10.4,180.16,167,54,24
1984,grapefruit,10.41,180.19,138,52,13
1985,grapefruit,10.41,180.26,165,71,26
1986,grapefruit,10.41,180.32,162,80,13
1987,grapefruit,10.42,180.35,147,73,2
1988,grapefruit,10.42,180.43,149,70,13
1989,grapefruit,10.42,180.46,158,72,16
1990,grapefruit,10.42,180.56,135,84,21
1991,grapefruit,10.42,180.6,150,75,18
1992,grapefruit,10.42,180.63,145,68,30
1993,grapefruit,10.43,180.66,151,72,17
1994,grapefruit,10.43,180.73,151,62,2
1995,grapefruit,10.43,180.78,163,67,4
1996,grapefruit,10.43,180.81,142,79,16
1997,grapefruit,10.43,180.83,140,64,7
1998,grapefruit,10.44,180.86,148,56,15
1999,grapefruit,10.44,180.9,160,76,24
2000,grapefruit,10.44,180.94,147,70,16
2001,grapefruit,10.44,180.96,167,68,32
2002,grapefruit,10.44,181.03,159,63,9
2003,grapefruit,10.45,181.06,159,51,17
2004,grapefruit,10.45,181.12,156,67,22
2005,grapefruit,10.45,181.14,157,60,20
2006,grapefruit,10.46,181.2,157,64,26
2007,grapefruit,10.46,181.23,170,75,20
2008,grapefruit,10.46,181.25,136,70,15
2009,grapefruit,10.46,181.32,173,71,7
2010,grapefruit,10.47,181.4,145,71,4
2011,grapefruit,10.47,181.41,142,63,6
2012,grapefruit,10.47,181.45,161,82,39
2013,grapefruit,10.48,181.53,156,68,2
2014,grapefruit,10.48,181.57,146,67,21
2015,grapefruit,10.48,181.63,127,75,13
2016,grapefruit,10.49,181.66,138,55,23
2017,grapefruit,10.49,181.68,134,94,5
2018,grapefruit,10.5,181.7,148,79,8
2019,grapefruit,10.5,181.74,133,77,33
2020,grapefruit,10.5,181.81,165,67,4
2021,grapefruit,10.51,181.86,142,67,10
2022,grapefruit,10.51,181.88,142,69,5
2023,grapefruit,10.51,181.92,156,86,9
2024,grapefruit,10.51,182.04,155,72,38
2025,grapefruit,10.51,182.05,144,63,10
2026,grapefruit,10.52,182.09,144,65,8
2027,grapefruit,10.52,182.11,153,77,2
2028,grapefruit,10.52,182.15,145,59,28
2029,grapefruit,10.53,182.17,150,76,7
2030,grapefruit,10.53,182.24,158,74,14
2031,grapefruit,10.53,182.26,151,55,33
2032,grapefruit,10.53,182.28,136,68,32
2033,grapefruit,10.54,182.31,145,66,16
2034,grapefruit,10.54,182.37,147,64,20
2035,grapefruit,10.54,182.41,154,60,25
2036,grapefruit,10.54,182.44,151,67,14
2037,grapefruit,10.55,182.51,166,90,26
2038,grapefruit,10.56,182.54,174,69,17
2039,grapefruit,10.56,182.57,147,74,20
2040,grapefruit,10.56,182.58,145,79,16
2041,grapefruit,10.56,182.62,142,69,24
2042,grapefruit,10.56,182.64,167,97,17
2043,grapefruit,10.57,182.67,132,67,2
2044,grapefruit,10.57,182.71,154,63,15
2045,grapefruit,10.57,182.73,146,71,15
2046,grapefruit,10.57,182.79,148,77,12
2047,grapefruit,10.57,182.84,157,78,2
2048,grapefruit,10.58,182.89,143,61,11
2049,grapefruit,10.58,182.92,137,94,6
2050,grapefruit,10.58,182.94,150,62,36
2051,grapefruit,10.58,183.02,161,73,18
2052,grapefruit,10.59,183.05,182,69,30
2053,grapefruit,10.59,183.06,158,90,12
2054,grapefruit,10.59,183.09,154,64,22
2055,grapefruit,10.6,183.1,157,57,14
2056,grapefruit,10.6,183.14,161,82,14
2057,grapefruit,10.6,183.17,149,75,5
2058,grapefruit,10.6,183.21,154,80,8
2059,grapefruit,10.61,183.31,147,49,23
2060,grapefruit,10.61,183.38,148,60,8
2061,grapefruit,10.61,183.39,153,72,13
2062,grapefruit,10.61,183.39,152,83,2
2063,grapefruit,10.61,183.41,142,64,13
2064,grapefruit,10.62,183.46,147,85,19
2065,grapefruit,10.62,183.55,154,103,16
2066,grapefruit,10.62,183.58,151,53,16
2067,grapefruit,10.62,183.6,137,76,14
2068,grapefruit,10.63,183.64,165,75,19
2069,grapefruit,10.63,183.67,154,68,2
2070,grapefruit,10.63,183.69,135,70,13
2071,grapefruit,10.63,183.74,160,55,2
2072,grapefruit,10.64,183.79,160,61,15
2073,grapefruit,10.64,183.89,147,78,19
2074,grapefruit,10.64,183.94,146,69,17
2075,grapefruit,10.64,184,163,62,24
2076,grapefruit,10.65,184.09,143,93,35
2077,grapefruit,10.65,184.12,148,71,20
2078,grapefruit,10.65,184.16,157,77,15
2079,grapefruit,10.65,184.18,149,69,7
2080,grapefruit,10.65,184.22,151,75,3
2081,grapefruit,10.66,184.25,155,76,19
2082,grapefruit,10.66,184.27,157,81,15
2083,grapefruit,10.66,184.34,152,83,14
2084,grapefruit,10.66,184.35,142,86,11
2085,grapefruit,10.66,184.37,166,60,18
2086,grapefruit,10.67,184.38,140,82,32
